map_order,title,year,first_broadcast_date,source,broadcasting_station,cluster,form,genre,protagonist_verified,protagonist_role,author,director,url,description
204,48 PS. Zur Biographie der Autos,1976,25.10.1976,DRA,Westdeutscher Rundfunk,Biography,other,Hörspiel,a mid-range car,object,Peter Faecke; Rainer Ostendorf,Rainer Ostendorf,https://hoerspiele.dra.de/detailansicht/1446878,"In our radio work, the biography of a car is to be recorded acoustically. We chose a mid-range car because this size class is preferred by both workers and employees."
205,The Retreat Diaries - Tagebuch eines Rückzugs,2003,31.07.2003,DRA,Südwestrundfunk,Based on diaries,adaptation,Hörspielbearbeitung,William S. Burroughs,author,William S. Burroughs,Kai Grehn,https://hoerspiele.dra.de/detailansicht/1446910,"""'The Diary of a Retreat' is not a chronological diary."
206,Fanny,2003,27.12.2003,DRA,Südwestrundfunk,Biography,adaptation,"Hörspielbearbeitung, Mundarthörspiel",Fanny Mayer,woman; ordinary person,Heidi Knoblich,Susanne Hinkelbein,https://hoerspiele.dra.de/detailansicht/1446943,"On February 25, 1881, Fanny Mayer followed her brother's call for help in Basel and came to the Feldberg after a painful winter journey. She finds a newborn whose mother has died, and she promises to support her brother until he finds someone to take care of the child and the inn."
207,"Im Zug der Zeit oder Wo geht's lang, Genosse Stalin? (2. Teil: Von Moskau in den Krieg)",2003,12.03.2003,DRA,Norddeutscher Rundfunk,Based on diaries,adaptation,Hörspielbearbeitung,Georgi Dimitroff,politician,Georgi Dimitroff,Heinz von Cramer,https://hoerspiele.dra.de/detailansicht/1446946,"Georgi Dimitroff is one of the few outstanding communist leaders of the 20th century whose fame, at least in part, has survived to this day in both the East and the West."
208,Außer Briefe schreiben kann man hier nichts,1978,28.11.1978,DRA,Westdeutscher Rundfunk,Based on letters,original radio play,Originalhörspiel,Markus,child; student; ordinary person,Peter Goedel; Herbert Hoven,Klaus-Dieter Pittrich,https://hoerspiele.dra.de/detailansicht/1447208,"The radio work, which is about the story of the 14-year-old student Markus, is based on an authentic case. Markus is generally considered to be an “unruly boy”. He does not conform to the valid educational norms and insists on his own ways."
209,Trem Pàssaro,2003,20.06.2003,DRA,DeutschlandRadio Berlin (Deutschlandradio),Biography,portrait,Porträt,Denise Garcia,composer; musician; woman,Denise Garcia,Nathalie Singer,https://hoerspiele.dra.de/detailansicht/1447246,"The Brazilian composer Denise Garcia, who studied composition for instrumental music in São Paulo with Willy Corrèa de Oliviera and in Detmold and Munich, has been increasingly working with electroacoustic music since the 1990s."
210,Das einzig Sichere ist das Wagnis,2003,18.04.2003,DRA,DeutschlandRadio Berlin (Deutschlandradio),Biography,portrait,Porträt,Felix Jackson,screenwriter; media figure,Sylvia Rauer,Sylvia Rauer,https://hoerspiele.dra.de/detailansicht/1447238,"When Felix Jackson, alias Felix Joachimson, died in California in 1992 at the age of 90, he was one of the few emigrants who made it in the American TV business."
211,Reden in der Dämmerung,1985,22.10.1985,DRA,Rundfunk der DDR,Biofiction,original radio play,Originalhörspiel,Paul; Hans; Ernst,soldier; student; ordinary person,Volkmar Röhrig; Matthias Thalheim,Werner Buhss,https://hoerspiele.dra.de/detailansicht/1447271,Paul was deployed as a student to defend his hometown in the final days of the Second World War. Several classmates were killed. Now he remembers these events that night.
212,"Hilde Duwe, Arbeiterin im VEB Alwo in Brandenburg",1976,24.04.1976,DRA,Rundfunk der DDR,Biography,original radio play,"Originalhörspiel, Kurzhörspiel",Hilde Duwe,worker; woman,Peter Goslicki,Joachim Staritz,https://hoerspiele.dra.de/detailansicht/1447446,Workers at a textile company agree to work a special shift in support of a solidarity campaign for Vietnam out of gratitude and recognition for their committed colleague Hilde Duwe.
213,Der Vortrag,1978,20.02.1978,DRA,Rundfunk der DDR,Based on diaries,original radio play,"Originalhörspiel, Kurzhörspiel",a fourteen-year-old schoolgirl,child; student; woman,Jana Kursawe,Barbara Plensat,https://hoerspiele.dra.de/detailansicht/1447582,"In a diary story, a fourteen-year-old student describes her disappointment when she discovers that her father, as a student, was far from being the role model he always presented himself as in his moral sermons."
214,"Irene Richter, Schichtmeister im VEB Kunstseidenwerk ""Siegfried Rädel"" in Pirna",1976,26.04.1976,DRA,Rundfunk der DDR,Biography,original radio play,"Originalhörspiel, Kurzhörspiel",Irene Richter,worker; woman,Peter Biele; Elifius Paffrath,Detlef Kurzweg,https://hoerspiele.dra.de/detailansicht/1447448,"Irene Richter, shift supervisor at the VEB artificial silk factory “Siegfried Rädel” in Pirna, remembers her career from worker to master and the associated requirements."
215,"Siegfried Pilling, Meister im Fritz-Heckert-Werk in Karl-Marx-Stadt",1976,28.04.1976,DRA,Rundfunk der DDR,Biography,original radio play,"Originalhörspiel, Kurzhörspiel",Siegfried Pilling,worker,Siegfried Pfaff,,https://hoerspiele.dra.de/detailansicht/1447447,"Various people describe the exemplary work of Siegfried Pilling, foreman at the Fritz Heckert factory in Karl-Marx-Stadt."
216,Keine Irrfahrt für Odysseus oder Erinnerungen eines gewissen Kautz,1976,04.05.1976,DRA,Rundfunk der DDR,Biofiction,original radio play,Originalhörspiel,Otto Kautz,soldier; ordinary person,Hans-Ulrich Lüdemann,Fritz Göhler,https://hoerspiele.dra.de/detailansicht/1447450,"When the soldier Otto Kautz returns from the Second World War, his wife and their son live with the local teacher. He earns his living collecting food hidden from local farmers, which he commandeers to feed people."
217,"Lieselotte Kullmann, Textilarbeiterin im VEB Buntgarnwerke Leipzig-Markleeberg",1976,30.04.1976,DRA,Rundfunk der DDR,Biography,original radio play,"Originalhörspiel, Kurzhörspiel",Lieselotte Kullmann,worker; woman,Ulrike Schünemann,Barbara Plensat,https://hoerspiele.dra.de/detailansicht/1447451,"Employees praise the exemplary work of their colleague Lieselotte Kullmann, textile worker at VEB Buntgarnwerke Leipzig-Markkleeberg."
218,Dero ergebenster Lessing,1979,20.01.1979,DRA,Rundfunk der DDR,Based on letters,feature / documentary,Feature,Gotthold Ephraim Lessing,author; playwright; philosopher,Gotthold Ephraim Lessing,Werner Grunow,https://hoerspiele.dra.de/detailansicht/1447662,"Description of Gotthold Ephraim Lessing's years in Wolfenbüttel: his financial hardship, his marriage to Eva König, the death of his wife and child and the constant dispute with the court in letters, writings and other documents."
219,Alles Humbug,1978,15.06.1978,DRA,Rundfunk der DDR,Autobiographical lives,adaptation,Hörspielbearbeitung,P. T. Barnum,entrepreneur; performer,P. T. Barnum,Joachim Staritz,https://hoerspiele.dra.de/detailansicht/1447613,"A young wealthy man from the United States accuses the American, manager and everyday guy Barnum of dubious business dealings. Barnum presented Washington's alleged nurse, a mermaid and the ""Swedish Nightingale"" to the astonished and paying audience."
220,Rudi ist tot,1983,06.10.1983,DRA,Rundfunk der DDR,Biography,feature / documentary,"Feature, Originaltonfeature",Rudi Rubbel,politician; official,Siegfried Hanusch; Birgit Kessler,Siegfried Hanusch,https://hoerspiele.dra.de/detailansicht/1447948,"The life of the trade union, SED and economic official (original sound) Rudi Rubbel, who recently died in an accident, is portrayed. His career as an official after the Second World War is illustrated by (original sound) N."
221,Und morgen geht's weiter,1979,02.10.1979,DRA,Rundfunk der DDR,Biography,feature / documentary,"Feature, Originaltonfeature",Horst Trute,engineer; politician,Siegfried Hanusch,Barbara Plensat,https://hoerspiele.dra.de/detailansicht/1447707,"Portrait of the foundry engineer, candidate for the SED district leadership and designated party secretary of his company, Horst Trute, born in 1944, from Wernigerode."
222,"Damals, als ich heimkam",1984,06.10.1984,DRA,Rundfunk der DDR,Biofiction,original radio play,Originalhörspiel,Rondell,soldier; ordinary person,Rolf Wohlgemuth,Walter Niklaus,https://hoerspiele.dra.de/detailansicht/1448012,"In the first post-war summer, the young, war-wounded Rondell tries to find his way again in the once familiar surroundings of his Erzgebirge homeland, to organize food and to escape the general destruction."
223,Der letzte Penny,1969,12.11.1969,DRA,Norddeutscher Rundfunk,Autobiographical lives,other,Hörspiel,the author,author,Manfred Bieler,Fritz Schröder-Jahn,https://hoerspiele.dra.de/detailansicht/1448573,"""What will you think about when you die?"" The question of the final thought is the question of a life: that of the author. The five characters are at the same time people who determine this life and variations of itself."
224,"""Sehr verehrter Heinz Rühmann ...""",2002,01.03.2002,DRA,Radio Bremen,Based on letters,portrait,"Hörspielbearbeitung, Kurzhörspiel, Porträt",Heinz Rühmann,actor,Heinz Rühmann; N. N.,Gottfried von Einem,https://hoerspiele.dra.de/detailansicht/1448675,"You are the most popular German actor of the last century."" The actor's estate contains numerous fan letters that Rühmann kept. They impressively demonstrate how much the audience trusts their star, opens up to him, and even sometimes surrenders to him."
225,Das türkische Rezept oder Leichenschmaus mit Erinnerungen (mit Musikwalzer),1978,01.12.1978,DRA,Süddeutscher Rundfunk,Biofiction,original radio play,Originalhörspiel,a confectioner,confectioner; ordinary person,Helga M. Novak,Hartmut Kirste,https://hoerspiele.dra.de/detailansicht/1448805,"""The Turkish Recipe"" is handwritten by a man who was arrested on the spot in a dark past (1938). Now a pastry chef is on the trail of the remains of the cookbook - until his own sudden death."
226,Tagebuch einer Anpassung,1975,03.03.1975,DRA,Hessischer Rundfunk / Bayerischer Rundfunk,Based on diaries,original radio play,Originalhörspiel,teacher Graversen,teacher,Ernst Bruun-Olsen,Ulrich Lauterbach,https://hoerspiele.dra.de/detailansicht/1448840,Teacher Graversen decides to keep a diary. What initially looks like a report about his marital crisis and a few women's stories ends up being the story of an opportunist who condemns himself by justifying himself.
227,Das Tagebuch des Benjamin Gniebel,1963,08.05.1963,DRA,Saarländischer Rundfunk,Based on diaries,other,Hörspiel,the Gniebel family,family; ordinary person,Gerhard Niezoldi,Peter Arthur Stiller,https://hoerspiele.dra.de/detailansicht/1448839,"The author tells the story of the Gniebel family, who led a quiet, harmonious life for years until their son Paul suddenly discovers that his sister Hilde is having a relationship with a married man."
228,"Tagebuch einer Liebe oder Jetzt erzählen wir uns eine Geschichte, in der jetzt immerzu jetzt bleibt",1978,29.06.1978,DRA,Süddeutscher Rundfunk,Based on diaries,other,Hörspiel,Veronika and Jens,ordinary person; woman; student,Alfred Behrens,Alfred Behrens,https://hoerspiele.dra.de/detailansicht/1448841,"In West Berlin, on the S-Bahn in the morning, they get to know each other, Veronika and Jens; she on the way to the bookstore where she works and he, married, on the way to university."
229,Die Erinnerungen von Ludolf Ursleu dem Jüngeren (1. Teil),1979,01.12.1979,DRA,Norddeutscher Rundfunk,Biofiction,adaptation,Hörspielbearbeitung,Galeide,woman; fictional character,Ricarda Huch,Hans Rosenhauer,https://hoerspiele.dra.de/detailansicht/1449067,The important social novel by 28-year-old Ricarda Huch (seven years before Thomas Mann) describes the fate of a Hanseatic patrician family and takes up the theme of love versus reality.
230,Die Erinnerungen von Ludolf Ursleu dem Jüngeren (2. Teil),1979,02.12.1979,DRA,Norddeutscher Rundfunk,Biofiction,adaptation,Hörspielbearbeitung,Galeide,woman; fictional character,Ricarda Huch,Hans Rosenhauer,https://hoerspiele.dra.de/detailansicht/1449069,A radio work based on Memories of Ludolf Ursleu the Younger (novel) text adaptation: Barbara Bondy.
231,Sympathetic Streams,2003,10.05.2003,DRA,Westdeutscher Rundfunk,Sound art,sound art,Ars acustica,Terry Fox,artist,Marita Loosen,,https://hoerspiele.dra.de/detailansicht/1449433,"""Composers often have a similar problem with sound as some painters have with academic painting: you can also be overtrained. The exciting thing about visual artists' engagement with sound is their naivety towards what they produce."" (Terry Fox) The man who says this is one of the unsung stars of the art scene."
232,Die Mimen kommen,2003,01.04.2003,DRA,Südwestrundfunk,Biofiction,original radio play,"Originalhörspiel, Kurzhörspiel",actors,actor; collective,Camille Schlosser,Camille Schlosser,https://hoerspiele.dra.de/detailansicht/1449453,"The theater holidays begin and the mimes go to Greece like every year. There they tell each other what the past was like, brag, and are jealous. A fun piece about life “off the stage”."
233,Ediths Tagebuch,1990,22.06.1990,DRA,Rundfunk der DDR,Based on diaries,adaptation,Hörspielbearbeitung,Edith Howland,woman; fictional character,Patricia Highsmith,Hans Knötzsch,https://hoerspiele.dra.de/detailansicht/1450550,The story of a marriage and a young woman in America in the second half of the 20th century: Edith Howland moves from New York to the countryside with her husband Brett and son Cliff.
234,...und Respekt vor zu Erziehenden,1973,21.05.1973,DRA,Rundfunk der DDR,Biography,other,Gespräch,Gisela Steineckert,author; woman,Günter-Klaus Kellas,,https://hoerspiele.dra.de/detailansicht/1450729,"06'47 (original sound) Gisela Steineckert (several times) on audience reactions to the original broadcast of her radio work ""The Last Page in the Diary"" / on raising young people and the generational conflict between parents and young people / on reflecting on her daughter's upbringing / on her dealings with young people / In between, recordings of several…"
